SaleID,price
0,38665.541887281004
1,254.60107314964137
2,6591.739624807398
3,11528.268270210892
4,580.8419359097802
5,1722.1431714915507
6,4602.020648068856
7,10224.131189439551
8,3800.7178715837645
9,2193.3185549187265
10,3145.6257447554017
11,6553.6712684231015
12,2423.253406654114
13,11567.621035932765
14,11974.825087247982
15,428.0697343887114
16,617.9510046872501
17,6559.500591514895
18,9444.597954477214
19,1437.8579292266002
20,4453.507104518075
21,12146.434046648441
22,1338.0028768925085
23,14798.311396419716
24,1486.8435211316805
25,6421.754679012265
26,1565.6557541067139
27,3837.9839309345402
28,20897.70594870388
29,17182.358331858595
30,1614.8401323161406
31,306.3952751168837
32,3783.952698997097
33,2856.7686396095733
34,3258.0751614095034
35,7128.008735836014
36,1017.4223438818719
37,3896.5998622549423
38,26697.409134573398
39,1504.8802216997215
40,12998.770796096736
41,3911.6349017738676
42,18068.89160692656
43,26624.33863267611
44,7890.31605724566
45,2182.9366371669885
46,3057.016619020495
47,50085.27329178001
48,1078.8947464558623
49,33339.738736997235
50,4895.874222394914
51,9960.727960105576
52,1133.455248545566
53,626.3791255645424
54,14139.024615130409
55,4125.888490225519
56,613.0532618516495
57,2458.4731681612593
58,1124.1214584413283
59,2461.6921601361946
60,9249.986880679162
61,3064.2511638671313
62,1474.2176954861825
63,11222.37924393869
64,21812.023744944272
65,9418.597417247025
66,12634.309109657837
67,3290.6030646700056
68,1387.2299054920522
69,2974.9577743019345
70,1809.046049251458
71,580.6190080104004
72,1227.940279190758
73,22679.340270914996
74,280.1298377274294
75,1055.431137463174
76,2898.7415447564026
77,7835.01340111987
78,2577.3040340482557
79,4617.206589332377
80,2759.2012305097614
81,8455.365095678715
82,14359.271265974507
83,513.2036755100362
84,3740.8351319071853
85,3258.145964912732
86,35811.51936709048
87,330.4403992257967
88,2933.5770117052452
89,2978.9513943423744
90,972.8762257637037
91,7235.024413717914
92,6576.675293041295
93,700.6534178991567
94,11501.953670855177
95,144.797119468682
96,12965.82216097212
97,7790.413331150751
98,377.88740203301893
99,351.3037951450734
100,494.8982596147782
101,4185.991153051858
102,1537.9079061560221
103,2952.6955570140626
104,4318.511209670511
105,893.778489653115
106,1781.8400443003263
107,497.9912499912536
108,7763.565209810445
109,2150.3694767744237
110,3694.9093536054797
111,10468.494030134938
112,10623.386431222008
113,1837.2870720433625
114,1112.1592029388344
115,2224.8700312880756
116,6517.332354679533
117,2641.582904821975
118,22202.658602202013
119,10510.319095799898
120,15821.43480886733
121,1564.2038447098973
122,7053.829087881397
123,147.84247201918276
124,14360.188546857504
125,3994.753333384248
126,2036.2590166699183
127,15478.382693132457
128,28933.589117708332
129,2906.99865065154
130,3385.1057860389938
131,671.2558108688329
132,4246.6418458198405
133,6765.743487378382
134,15594.872179061056
135,1161.4127955149802
136,1245.230221285729
137,2939.272070330338
138,6399.194699168674
139,1010.7280685307404
140,1557.5364357831643
141,2237.484549825535
142,9801.405615116853
143,5780.237515061071
144,980.8870252237807
145,1798.9590892121134
146,6961.639333363741
147,1334.3433875145956
148,2263.7004739718386
149,747.5854327935692
150,3581.3250306857017
151,7565.0813357738025
152,475.7854559216665
153,1138.5183465681682
154,19104.084351020654
155,3019.6546906177537
156,451.14648665160644
157,5748.431452594492
158,1197.2797104108247
159,9071.384114638768
160,47653.59730117309
161,883.0646103118543
162,765.7537960467772
163,675.671285922345
164,4844.7723502381195
165,3599.9034780192032
166,6484.4073646325
167,2698.372509783808
168,4742.048337491358
169,2259.8745446370267
170,3130.394236254136
171,3992.5772431082532
172,1494.7493241270224
173,6087.84193187528
174,2536.4007758778744
175,608.9797707325649
176,24288.54817244428
177,223.69084477159052
178,2124.3118347890313
179,2976.077199819275
180,1354.533425321283
181,1302.4927466684853
182,6613.617786935503
183,919.8922198130446
184,487.5585936195266
185,8750.212391671836
186,2561.4564385587487
187,17010.71329290214
188,2904.936912867963
189,5072.684754849888
190,5647.952670869164
191,132.70828255713946
192,1827.9480615822968
193,3852.290493833886
194,15271.333575788822
195,953.760632664962
196,18109.198710652097
197,3088.841509198299
198,4459.779230986827
199,2167.155270588874
200,2453.1416388833914
201,9865.139249034479
202,2311.989674362774
203,498.6923325342084
204,3638.697532924808
205,1037.9700554838057
206,12863.980323875758
207,2261.2605936463756
208,1282.7388848675455
209,2175.3260243821774
210,6485.455743882765
211,11172.792658212868
212,9949.810635012793
213,897.0510141580685
214,4668.216061561205
215,178.12523008588366
216,27940.0412986355
217,2860.1447984455644
218,11539.216729763843
219,10632.088936011778
220,1504.8607668352183
221,9536.201643161203
222,906.4597867994264
223,4695.093956699006
224,727.6021466017468
225,798.092885101704
226,4997.978070817393
227,742.931743317733
228,847.1630756458896
229,649.3336253320011
230,5053.711770857039
231,752.2560796646756
232,8140.188864972126
233,1827.763040918524
234,789.3837143456988
235,2962.2027462929173
